"density(g/cc)","porosity(%)","Gamma(API)","sonic(ms/m","resistivity(ohm-m)"
2.55,35,54.5982,214.6301,5.2364
2.2,37,74.4405,219.5,5.2154
2.59,25,54.5982,217.8801,5.3543
2.65,8,99.4843,170.8801,7.8304
2.86,20,33.1155,150.0799,10.3995
2.7129,16.211,55.766,211.3802,5.5186
2.674,16.602,53.991,208.8801,5.3462
2.6132,17.084,54.749,214.6301,5.2364
2.6161,17.674,55.575,219.5,5.2154
2.6264,18.533,56.513,217.8801,5.3543
2.6313,19.464,57.469,225.5,5.4701
2.7139,20.206,55.971,220.62,5.4614
2.6765,20.479,55.126,211.5,5.3795
2.6698,20.426,56.411,200.6301,5.223
2.6862,20.204,58.151,217.8801,4.8481
2.7129,16.211,55.766,210.3801,4.4401
2.674,16.602,53.991,237.3701,4.3205
2.6132,17.084,54.749,246.6299,4.1882
2.6161,17.674,55.575,272.7501,4.2463
2.6264,18.533,56.513,296.75,4.4349
2.6313,19.464,57.469,312.9999,4.5614
2.7139,20.206,55.971,309.9999,4.5326
2.6765,20.479,55.126,288.2499,4.5272
2.6698,20.426,56.411,272.25,4.5677
2.6862,20.204,58.151,257,4.7341
2.7255,19.949,56.447,254.62,5.0012
2.7308,19.72,56.626,211.3802,5.5186
2.7296,19.438,56.281,208.8801,5.3462
2.1309,14.025,75.684,214.6301,5.2364
2.4497,13.182,77.366,219.5,5.2154
2.6262,12.365,78.717,217.8801,5.3543
2.5871,12.23,77.823,225.5,5.4701
2.1247,12.892,78.097,220.62,5.4614
2.8795,25.509,75.682,211.5,5.3795
2.8947,25.101,68.17,200.6301,5.223
2.8609,24.779,71.136,217.8801,4.8481
2.8193,24.354,83.74,210.3801,4.4401
2.8466,24.062,82.418,206.13,6.4827
2.8694,23.959,89.939,220.32,6.2081
2.8261,24.142,87.355,220.94,6.1533
2.8496,24.634,85.196,216.48,6.3425
2.8947,9.3483,123.97,205,6.8002
2.8609,9.6893,125.9399,200.6399,7.444
2.8193,10.203,126.21,202.4799,7.687
2.8466,10.432,127.8,216.28,7.5282
2.8694,10.5,128.49,199.36,7.0943
2.8261,10.339,129.2799,207.87,6.6989
2.8496,10.148,130.14,211.2899,6.5217
2.7573,9.9967,126.71,199.1399,6.4949
2.7542,9.8567,126.6199,197.0801,6.5624
2.6489,9.8655,124.6399,198.3799,6.7511
2.6985,10.098,122.6101,202.5701,6.8438
2.8496,24.634,85.196,187,5.8028
2.7573,9.3483,123.97,181.37,5.3829
2.7442,9.6893,125.9399,181.37,5.3829
2.7819,10.203,126.21,180.6301,5.326
2.7285,10.432,127.8,177.75,5.5757
2.7187,10.5,128.49,187.25,7.5803
2.7626,10.339,129.2799,182.11,7.9697
2.8496,10.148,130,179.8401,8.2554
2.7173,9.9967,126.71,179.75,8.3646
2.7442,9.8567,126.6199,180.3501,8.1346
2.6489,9.8655,124.6399,179.6499,7.8692
2.6985,10.098,122.6101,182.55,7.6472
2.6,12.696,53.741,211.3802,5.5186
2.61,12.225,53.555,208.8801,5.3462
2.62,11.62,40.918,214.6301,5.2364
2.63,11.261,49.483,219.5,5.2154
2.64,11.218,40.918,217.8801,5.3543
2.65,11.52,41.971,225.5,5.4701
2.66,11.981,45.599,220.62,5.4614
2.56,12.514,46.332,211.5,5.3795
2.44,12.991,48.027,200.6301,5.223
2,11.73,46.005,217.8801,4.8481
2.57,11.493,44.736,210.3801,4.4401
2.35,11.447,41,237.3701,4.3205
2.44,11.644,42,246.6299,4.1882
2.55,11.907,43,272.7501,4.2463
2.2,12.34,44,296.75,4.4349
2.7,12.81,45,312.9999,4.5614
2.67,13.345,46,309.9999,4.5326
